Unnamed: 0,target
2017-05-02,134700.0
2017-05-03,90500.0
2017-05-04,315400.0
2017-05-05,213000.0
2017-05-06,146800.0
2017-05-07,71600.0
2017-05-08,45800.0
2017-05-09,50100.0
2017-05-10,162800.0
2017-05-11,102300.0
2017-05-12,187800.0
2017-05-13,42400.0
2017-05-14,287300.0
2017-05-15,78400.0
2017-05-16,111600.0
2017-05-17,58900.0
2017-05-18,124400.0
2017-05-19,708400.0
2017-05-20,566100.0
2017-05-21,326100.0
2017-05-22,450400.0
2017-05-23,491100.0
2017-05-24,191000.0
2017-05-25,130600.0
2017-05-26,272700.0
2017-05-27,103400.0
2017-05-28,122300.0
2017-05-29,62900.0
2017-05-30,697900.0
2017-05-31,286900.0
2017-06-01,149400.0
2017-06-02,168800.0
2017-06-03,65600.0
2017-06-04,52100.0
2017-06-05,104000.0
2017-06-06,114600.0
2017-06-07,275400.0
2017-06-08,197200.0
2017-06-09,348700.0
2017-06-10,118100.0
2017-06-11,70900.0
2017-06-12,51400.0
2017-06-13,192500.0
2017-06-14,142300.0
2017-06-15,60900.0
2017-06-16,197200.0
2017-06-17,65900.0
2017-06-18,46300.0
2017-06-19,148900.0
2017-06-20,1292100.0
2017-06-21,1018200.0
2017-06-22,747700.0
2017-06-23,693200.0
2017-06-24,148100.0
2017-06-25,24000.0
2017-06-26,366000.0
2017-06-27,240500.0
2017-06-28,339100.0
2017-06-29,173400.0
2017-06-30,412700.0
2017-07-01,151200.0
2017-07-02,105500.0
2017-07-03,58400.0
2017-07-04,98800.0
2017-07-05,151800.0
2017-07-06,203700.0
2017-07-07,416000.0
2017-07-08,60200.0
2017-07-09,138900.0
2017-07-10,123800.0
2017-07-11,139500.0
2017-07-12,160200.0
2017-07-13,86700.0
2017-07-14,74900.0
2017-07-15,55700.0
2017-07-16,9600.0
2017-07-17,69400.0
2017-07-18,55800.0
2017-07-19,101500.0
2017-07-20,1078300.0
2017-07-21,662000.0
2017-07-22,360700.0
2017-07-23,318400.0
2017-07-24,286500.0
2017-07-25,208600.0
2017-07-26,193800.0
2017-07-27,293700.0
2017-07-28,228400.0
2017-07-29,60800.0
2017-07-30,38800.0
2017-07-31,458200.0
2017-08-01,170600.0
2017-08-02,192100.0
2017-08-03,105000.0
2017-08-04,173200.0
2017-08-05,24900.0
2017-08-06,45400.0
2017-08-07,139200.0
2017-08-08,96400.0
2017-08-09,45600.0
2017-08-10,149000.0
2017-08-11,160900.0
2017-08-12,48000.0
2017-08-13,66900.0
2017-08-14,83000.0
